Labour market region (SA4): ASGS (2011),Month,Age,Sex,Unemployment rate (%)
Perth - North West,2014/07/01,55-64 years,Males,3.1
Perth - North West,2014/07/01,55-64 years,Females,2.9
Perth - North West,2014/07/01,65 years and over,Males,2.1
Perth - North West,2014/07/01,65 years and over,Females,0.8
Perth - North West,2014/06/01,15-24 years,Males,12.5
Perth - North West,2014/06/01,15-24 years,Females,9.4
Perth - North West,2014/06/01,25-34 years,Males,4.3
Perth - North West,2014/06/01,25-34 years,Females,3.6
Perth - North West,2014/06/01,35-44 years,Males,3.5
Perth - North West,2014/06/01,35-44 years,Females,4.6
Perth - North West,2014/06/01,45-54 years,Males,3.4
Perth - North West,2014/06/01,45-54 years,Females,2.9
Perth - North West,2014/06/01,55-64 years,Males,3.2
Perth - North West,2014/06/01,55-64 years,Females,3.3
Perth - North West,2014/06/01,65 years and over,Males,2.4
Perth - North West,2014/06/01,65 years and over,Females,0.9
Perth - North West,2014/05/01,15-24 years,Males,12.1
Perth - North West,2014/05/01,15-24 years,Females,10.7
Perth - North West,2014/05/01,25-34 years,Males,4.5
Perth - North West,2014/05/01,25-34 years,Females,3.6
Perth - North West,2014/05/01,35-44 years,Males,3.5
Perth - North West,2014/05/01,35-44 years,Females,4.6
Perth - North West,2014/05/01,45-54 years,Males,3.3
Perth - North West,2014/05/01,45-54 years,Females,2.9
Perth - North West,2014/05/01,55-64 years,Males,3.3
Perth - North West,2014/05/01,55-64 years,Females,3.5
Perth - North West,2014/05/01,65 years and over,Males,2.4
Perth - North West,2014/05/01,65 years and over,Females,0.8
Perth - North West,2014/04/01,15-24 years,Males,11.5
Perth - North West,2014/04/01,15-24 years,Females,10.4
Perth - North West,2014/04/01,25-34 years,Males,4.2
Perth - North West,2014/04/01,25-34 years,Females,3.5
Perth - North West,2014/04/01,35-44 years,Males,3.4
Perth - North West,2014/04/01,35-44 years,Females,4.3
Perth - North West,2014/04/01,45-54 years,Males,3
Perth - North West,2014/04/01,45-54 years,Females,2.7
Perth - North West,2014/04/01,55-64 years,Males,3.3
Perth - North West,2014/04/01,55-64 years,Females,3.6
Perth - North West,2014/04/01,65 years and over,Males,2.3
Perth - North West,2014/04/01,65 years and over,Females,0.8
Perth - North West,2014/03/01,15-24 years,Males,12.8
Perth - North West,2014/03/01,15-24 years,Females,11.7
Perth - North West,2014/03/01,25-34 years,Males,4.5
Perth - North West,2014/03/01,25-34 years,Females,4.1
Perth - North West,2014/03/01,35-44 years,Males,3.8
Perth - North West,2014/03/01,35-44 years,Females,4.6
Perth - North West,2014/03/01,45-54 years,Males,3.2
Perth - North West,2014/03/01,45-54 years,Females,3
Perth - North West,2014/03/01,55-64 years,Males,3.6
Perth - North West,2014/03/01,55-64 years,Females,4.2
Perth - North West,2014/03/01,65 years and over,Males,2.4
Perth - North West,2014/03/01,65 years and over,Females,0.8
Perth - North West,2014/02/01,15-24 years,Males,15.7
Perth - North West,2014/02/01,15-24 years,Females,14.2
Perth - North West,2014/02/01,25-34 years,Males,5.3
Perth - North West,2014/02/01,25-34 years,Females,5.1
Perth - North West,2014/02/01,35-44 years,Males,4.4
Perth - North West,2014/02/01,35-44 years,Females,5.4
Perth - North West,2014/02/01,45-54 years,Males,4
Perth - North West,2014/02/01,45-54 years,Females,3.6
Perth - North West,2014/02/01,55-64 years,Males,4.4
Perth - North West,2014/02/01,55-64 years,Females,5
Perth - North West,2014/02/01,65 years and over,Males,2.8
Perth - North West,2014/02/01,65 years and over,Females,1
Perth - North West,2014/01/01,15-24 years,Males,12.7
Perth - North West,2014/01/01,15-24 years,Females,11.4
Perth - North West,2014/01/01,25-34 years,Males,4.2
Perth - North West,2014/01/01,25-34 years,Females,4.1
Perth - North West,2014/01/01,35-44 years,Males,3.4
Perth - North West,2014/01/01,35-44 years,Females,4.2
Perth - North West,2014/01/01,45-54 years,Males,3.4
Perth - North West,2014/01/01,45-54 years,Females,2.8
Perth - North West,2014/01/01,55-64 years,Males,3.6
Perth - North West,2014/01/01,55-64 years,Females,3.7
Perth - North West,2014/01/01,65 years and over,Males,2.1
Perth - North West,2014/01/01,65 years and over,Females,0.8
Perth - North West,2013/12/01,15-24 years,Males,9.8
Perth - North West,2013/12/01,15-24 years,Females,8.4
Perth - North West,2013/12/01,25-34 years,Males,3.2
Perth - North West,2013/12/01,25-34 years,Females,2.9
Perth - North West,2013/12/01,35-44 years,Males,2.5
Perth - North West,2013/12/01,35-44 years,Females,3.1
Perth - North West,2013/12/01,45-54 years,Males,2.6
Perth - North West,2013/12/01,45-54 years,Females,2
Perth - North West,2013/12/01,55-64 years,Males,2.6
Perth - North West,2013/12/01,55-64 years,Females,2.7
Perth - North West,2013/12/01,65 years and over,Males,1.5
Perth - North West,2013/12/01,65 years and over,Females,0.6
Perth - North West,2013/11/01,15-24 years,Males,9
Perth - North West,2013/11/01,15-24 years,Females,8
Perth - North West,2013/11/01,25-34 years,Males,3.1
Perth - North West,2013/11/01,25-34 years,Females,2.6
Perth - North West,2013/11/01,35-44 years,Males,2.4
Perth - North West,2013/11/01,35-44 years,Females,3.1
Perth - North West,2013/11/01,45-54 years,Males,2.5
Perth - North West,2013/11/01,45-54 years,Females,2
Perth - North West,2013/11/01,55-64 years,Males,2.5
Perth - North West,2013/11/01,55-64 years,Females,2.6
Perth - North West,2013/11/01,65 years and over,Males,1.4
Perth - North West,2013/11/01,65 years and over,Females,0.6
Perth - North West,2013/10/01,15-24 years,Males,7.6
Perth - North West,2013/10/01,15-24 years,Females,6.8
Perth - North West,2013/10/01,25-34 years,Males,2.6
Perth - North West,2013/10/01,25-34 years,Females,2.1
Perth - North West,2013/10/01,35-44 years,Males,2
Perth - North West,2013/10/01,35-44 years,Females,2.6
Perth - North West,2013/10/01,45-54 years,Males,2.2
Perth - North West,2013/10/01,45-54 years,Females,1.7
Perth - North West,2013/10/01,55-64 years,Males,2.1
Perth - North West,2013/10/01,55-64 years,Females,2
Perth - North West,2013/10/01,65 years and over,Males,1.1
Perth - North West,2013/10/01,65 years and over,Females,0.5
Perth - North West,2013/09/01,15-24 years,Males,10
Perth - North West,2013/09/01,15-24 years,Females,8.8
Perth - North West,2013/09/01,25-34 years,Males,3.5
Perth - North West,2013/09/01,25-34 years,Females,3.1
Perth - North West,2013/09/01,35-44 years,Males,2.6
Perth - North West,2013/09/01,35-44 years,Females,3.4
Perth - North West,2013/09/01,45-54 years,Males,2.8
Perth - North West,2013/09/01,45-54 years,Females,2.2
Perth - North West,2013/09/01,55-64 years,Males,2.7
Perth - North West,2013/09/01,55-64 years,Females,2.7
Perth - North West,2013/09/01,65 years and over,Males,1.4
Perth - North West,2013/09/01,65 years and over,Females,0.8
Perth - North West,2013/08/01,15-24 years,Males,11
Perth - North West,2013/08/01,15-24 years,Females,9
Perth - North West,2013/08/01,25-34 years,Males,3.9
Perth - North West,2013/08/01,25-34 years,Females,3.6
Perth - North West,2013/08/01,35-44 years,Males,2.8
Perth - North West,2013/08/01,35-44 years,Females,3.8
Perth - North West,2013/08/01,45-54 years,Males,3
Perth - North West,2013/08/01,45-54 years,Females,2.5
Perth - North West,2013/08/01,55-64 years,Males,3
Perth - North West,2013/08/01,55-64 years,Females,3
Perth - North West,2013/08/01,65 years and over,Males,1.5
Perth - North West,2013/08/01,65 years and over,Females,0.9
Perth - North West,2013/07/01,15-24 years,Males,10
Perth - North West,2013/07/01,15-24 years,Females,7.5
Perth - North West,2013/07/01,25-34 years,Males,3.7
Perth - North West,2013/07/01,25-34 years,Females,3.5
Perth - North West,2013/07/01,35-44 years,Males,2.6
Perth - North West,2013/07/01,35-44 years,Females,3.5
Perth - North West,2013/07/01,45-54 years,Males,2.5
Perth - North West,2013/07/01,45-54 years,Females,2.3
Perth - North West,2013/07/01,55-64 years,Males,2.8
Perth - North West,2013/07/01,55-64 years,Females,2.7
Perth - North West,2013/07/01,65 years and over,Males,1.3
Perth - North West,2013/07/01,65 years and over,Females,0.9
Perth - North West,2013/06/01,15-24 years,Males,11
Perth - North West,2013/06/01,15-24 years,Females,8.4
Perth - North West,2013/06/01,25-34 years,Males,4
Perth - North West,2013/06/01,25-34 years,Females,3.8
Perth - North West,2013/06/01,35-44 years,Males,2.8
Perth - North West,2013/06/01,35-44 years,Females,4
Perth - North West,2013/06/01,45-54 years,Males,2.7
Perth - North West,2013/06/01,45-54 years,Females,2.7
Perth - North West,2013/06/01,55-64 years,Males,3
Perth - North West,2013/06/01,55-64 years,Females,2.8
Perth - North West,2013/06/01,65 years and over,Males,1.4
Perth - North West,2013/06/01,65 years and over,Females,1.1
Perth - North West,2013/05/01,15-24 years,Males,12.9
Perth - North West,2013/05/01,15-24 years,Females,10
Perth - North West,2013/05/01,25-34 years,Males,4.8
Perth - North West,2013/05/01,25-34 years,Females,4.7
Perth - North West,2013/05/01,35-44 years,Males,3.3
Perth - North West,2013/05/01,35-44 years,Females,4.8
Perth - North West,2013/05/01,45-54 years,Males,3.1
Perth - North West,2013/05/01,45-54 years,Females,3.3
Perth - North West,2013/05/01,55-64 years,Males,3.5
Perth - North West,2013/05/01,55-64 years,Females,3.1
Perth - North West,2013/05/01,65 years and over,Males,1.6
Perth - North West,2013/05/01,65 years and over,Females,1.4
Perth - North West,2013/04/01,15-24 years,Males,12.8
Perth - North West,2013/04/01,15-24 years,Females,10.4
Perth - North West,2013/04/01,25-34 years,Males,4.6
Perth - North West,2013/04/01,25-34 years,Females,4.7
Perth - North West,2013/04/01,35-44 years,Males,3.2
Perth - North West,2013/04/01,35-44 years,Females,4.4
Perth - North West,2013/04/01,45-54 years,Males,2.9
Perth - North West,2013/04/01,45-54 years,Females,3.3
Perth - North West,2013/04/01,55-64 years,Males,3.6
Perth - North West,2013/04/01,55-64 years,Females,2.9
Perth - North West,2013/04/01,65 years and over,Males,1.6
Perth - North West,2013/04/01,65 years and over,Females,1.5
Perth - North West,2013/03/01,15-24 years,Males,12.7
Perth - North West,2013/03/01,15-24 years,Females,10.3
Perth - North West,2013/03/01,25-34 years,Males,4.2
Perth - North West,2013/03/01,25-34 years,Females,4.7
Perth - North West,2013/03/01,35-44 years,Males,3.1
Perth - North West,2013/03/01,35-44 years,Females,4
Perth - North West,2013/03/01,45-54 years,Males,2.6
Perth - North West,2013/03/01,45-54 years,Females,3
Perth - North West,2013/03/01,55-64 years,Males,3.5
Perth - North West,2013/03/01,55-64 years,Females,2.7
Perth - North West,2013/03/01,65 years and over,Males,1.5
Perth - North West,2013/03/01,65 years and over,Females,1.4
Perth - North West,2013/02/01,15-24 years,Males,13.4
Perth - North West,2013/02/01,15-24 years,Females,11.6
Perth - North West,2013/02/01,25-34 years,Males,4.6
Perth - North West,2013/02/01,25-34 years,Females,5
Perth - North West,2013/02/01,35-44 years,Males,3.5
Perth - North West,2013/02/01,35-44 years,Females,4.2
Perth - North West,2013/02/01,45-54 years,Males,2.7
Perth - North West,2013/02/01,45-54 years,Females,3.3
Perth - North West,2013/02/01,55-64 years,Males,4
Perth - North West,2013/02/01,55-64 years,Females,3.1
Perth - North West,2013/02/01,65 years and over,Males,1.7
Perth - North West,2013/02/01,65 years and over,Females,1.6
Perth - North West,2013/01/01,15-24 years,Males,10.1
Perth - North West,2013/01/01,15-24 years,Females,8.6
Perth - North West,2013/01/01,25-34 years,Males,3.5
Perth - North West,2013/01/01,25-34 years,Females,3.9
Perth - North West,2013/01/01,35-44 years,Males,2.6
Perth - North West,2013/01/01,35-44 years,Females,2.9
Perth - North West,2013/01/01,45-54 years,Males,1.9
Perth - North West,2013/01/01,45-54 years,Females,2.5
Perth - North West,2013/01/01,55-64 years,Males,3.1
Perth - North West,2013/01/01,55-64 years,Females,2.4
Perth - North West,2013/01/01,65 years and over,Males,1.4
Perth - North West,2013/01/01,65 years and over,Females,1
Perth - North West,2012/12/01,15-24 years,Males,9.5
Perth - North West,2012/12/01,15-24 years,Females,7.4
Perth - North West,2012/12/01,25-34 years,Males,3.2
Perth - North West,2012/12/01,25-34 years,Females,3.6
Perth - North West,2012/12/01,35-44 years,Males,2.3
Perth - North West,2012/12/01,35-44 years,Females,2.7
Perth - North West,2012/12/01,45-54 years,Males,1.8
Perth - North West,2012/12/01,45-54 years,Females,2.3
Perth - North West,2012/12/01,55-64 years,Males,2.8
Perth - North West,2012/12/01,55-64 years,Females,2.3
Perth - North West,2012/12/01,65 years and over,Males,1.4
Perth - North West,2012/12/01,65 years and over,Females,0.8
Perth - North West,2012/11/01,15-24 years,Males,9.2
Perth - North West,2012/11/01,15-24 years,Females,7
Perth - North West,2012/11/01,25-34 years,Males,3.4
Perth - North West,2012/11/01,25-34 years,Females,3.7
Perth - North West,2012/11/01,35-44 years,Males,2.3
Perth - North West,2012/11/01,35-44 years,Females,2.7
Perth - North West,2012/11/01,45-54 years,Males,1.9
Perth - North West,2012/11/01,45-54 years,Females,2.4
Perth - North West,2012/11/01,55-64 years,Males,2.8
Perth - North West,2012/11/01,55-64 years,Females,2.5
Perth - North West,2012/11/01,65 years and over,Males,1.6
Perth - North West,2012/11/01,65 years and over,Females,0.7
Perth - North West,2012/10/01,15-24 years,Males,10.5
Perth - North West,2012/10/01,15-24 years,Females,8.6
Perth - North West,2012/10/01,25-34 years,Males,4
Perth - North West,2012/10/01,25-34 years,Females,4.3
Perth - North West,2012/10/01,35-44 years,Males,2.8
Perth - North West,2012/10/01,35-44 years,Females,3.3
Perth - North West,2012/10/01,45-54 years,Males,2.5
Perth - North West,2012/10/01,45-54 years,Females,2.7
Perth - North West,2012/10/01,55-64 years,Males,3.3
Perth - North West,2012/10/01,55-64 years,Females,3.1
Perth - North West,2012/10/01,65 years and over,Males,2
Perth - North West,2012/10/01,65 years and over,Females,0.7
Perth - North West,2012/09/01,15-24 years,Males,10
Perth - North West,2012/09/01,15-24 years,Females,8
Perth - North West,2012/09/01,25-34 years,Males,3.8
Perth - North West,2012/09/01,25-34 years,Females,3.9
Perth - North West,2012/09/01,35-44 years,Males,2.6
Perth - North West,2012/09/01,35-44 years,Females,3.1
Perth - North West,2012/09/01,45-54 years,Males,2.4
Perth - North West,2012/09/01,45-54 years,Females,2.4
Perth - North West,2012/09/01,55-64 years,Males,3
Perth - North West,2012/09/01,55-64 years,Females,3
Perth - North West,2012/09/01,65 years and over,Males,1.9
Perth - North West,2012/09/01,65 years and over,Females,0.6
Perth - North West,2012/08/01,15-24 years,Males,9.1
Perth - North West,2012/08/01,15-24 years,Females,7
Perth - North West,2012/08/01,25-34 years,Males,3.3
Perth - North West,2012/08/01,25-34 years,Females,3.4
Perth - North West,2012/08/01,35-44 years,Males,2.3
Perth - North West,2012/08/01,35-44 years,Females,2.9
Perth - North West,2012/08/01,45-54 years,Males,2.2
Perth - North West,2012/08/01,45-54 years,Females,2.2
Perth - North West,2012/08/01,55-64 years,Males,2.7
Perth - North West,2012/08/01,55-64 years,Females,2.7
Perth - North West,2012/08/01,65 years and over,Males,1.8
Perth - North West,2012/08/01,65 years and over,Females,0.5
Perth - North West,2012/07/01,15-24 years,Males,7.9
Perth - North West,2012/07/01,15-24 years,Females,6.6
Perth - North West,2012/07/01,25-34 years,Males,2.9
Perth - North West,2012/07/01,25-34 years,Females,3
Perth - North West,2012/07/01,35-44 years,Males,2
Perth - North West,2012/07/01,35-44 years,Females,2.6
Perth - North West,2012/07/01,45-54 years,Males,2
Perth - North West,2012/07/01,45-54 years,Females,1.9
Perth - North West,2012/07/01,55-64 years,Males,2.2
Perth - North West,2012/07/01,55-64 years,Females,2.3
Perth - North West,2012/07/01,65 years and over,Males,1.7
Perth - North West,2012/07/01,65 years and over,Females,0.5
Perth - North West,2012/06/01,15-24 years,Males,8.3
Perth - North West,2012/06/01,15-24 years,Females,7
Perth - North West,2012/06/01,25-34 years,Males,2.9
Perth - North West,2012/06/01,25-34 years,Females,3.2
Perth - North West,2012/06/01,35-44 years,Males,1.9
Perth - North West,2012/06/01,35-44 years,Females,2.7
Perth - North West,2012/06/01,45-54 years,Males,2.1
Perth - North West,2012/06/01,45-54 years,Females,2
Perth - North West,2012/06/01,55-64 years,Males,2.3
Perth - North West,2012/06/01,55-64 years,Females,2.3
Perth - North West,2012/06/01,65 years and over,Males,1.7
Perth - North West,2012/06/01,65 years and over,Females,0.5
Perth - North West,2012/05/01,15-24 years,Males,10.7
Perth - North West,2012/05/01,15-24 years,Females,9.3
Perth - North West,2012/05/01,25-34 years,Males,3.6
Perth - North West,2012/05/01,25-34 years,Females,4.1
Perth - North West,2012/05/01,35-44 years,Males,2.5
Perth - North West,2012/05/01,35-44 years,Females,3.5
Perth - North West,2012/05/01,45-54 years,Males,2.9
Perth - North West,2012/05/01,45-54 years,Females,2.6
Perth - North West,2012/05/01,55-64 years,Males,2.9
Perth - North West,2012/05/01,55-64 years,Females,3
Perth - North West,2012/05/01,65 years and over,Males,2.2
Perth - North West,2012/05/01,65 years and over,Females,0.7
Perth - North West,2012/04/01,15-24 years,Males,9.2
Perth - North West,2012/04/01,15-24 years,Females,8
Perth - North West,2012/04/01,25-34 years,Males,3.2
Perth - North West,2012/04/01,25-34 years,Females,3.5
Perth - North West,2012/04/01,35-44 years,Males,2.2
Perth - North West,2012/04/01,35-44 years,Females,3
Perth - North West,2012/04/01,45-54 years,Males,2.6
Perth - North West,2012/04/01,45-54 years,Females,2.4
Perth - North West,2012/04/01,55-64 years,Males,2.5
Perth - North West,2012/04/01,55-64 years,Females,2.6
Perth - North West,2012/04/01,65 years and over,Males,1.9
Perth - North West,2012/04/01,65 years and over,Females,0.6
Perth - North West,2012/03/01,15-24 years,Males,11.4
Perth - North West,2012/03/01,15-24 years,Females,10.3
Perth - North West,2012/03/01,25-34 years,Males,4
Perth - North West,2012/03/01,25-34 years,Females,4.2
Perth - North West,2012/03/01,35-44 years,Males,2.6
Perth - North West,2012/03/01,35-44 years,Females,3.7
Perth - North West,2012/03/01,45-54 years,Males,3.4
Perth - North West,2012/03/01,45-54 years,Females,2.9
Perth - North West,2012/03/01,55-64 years,Males,3.1
Perth - North West,2012/03/01,55-64 years,Females,3.1
Perth - North West,2012/03/01,65 years and over,Males,2.2
Perth - North West,2012/03/01,65 years and over,Females,0.8
Perth - North West,2012/02/01,15-24 years,Males,11.4
Perth - North West,2012/02/01,15-24 years,Females,10.2
Perth - North West,2012/02/01,25-34 years,Males,3.9
Perth - North West,2012/02/01,25-34 years,Females,3.9
Perth - North West,2012/02/01,35-44 years,Males,2.6
Perth - North West,2012/02/01,35-44 years,Females,3.6
Perth - North West,2012/02/01,45-54 years,Males,3.6
Perth - North West,2012/02/01,45-54 years,Females,2.7
Perth - North West,2012/02/01,55-64 years,Males,3.1
Perth - North West,2012/02/01,55-64 years,Females,3.1
Perth - North West,2012/02/01,65 years and over,Males,2.1
Perth - North West,2012/02/01,65 years and over,Females,0.9
Perth - North West,2012/01/01,15-24 years,Males,9.8
Perth - North West,2012/01/01,15-24 years,Females,9
Perth - North West,2012/01/01,25-34 years,Males,3.5
Perth - North West,2012/01/01,25-34 years,Females,3.3
Perth - North West,2012/01/01,35-44 years,Males,2.3
Perth - North West,2012/01/01,35-44 years,Females,3.2
Perth - North West,2012/01/01,45-54 years,Males,3.4
Perth - North West,2012/01/01,45-54 years,Females,2.4
Perth - North West,2012/01/01,55-64 years,Males,2.7
Perth - North West,2012/01/01,55-64 years,Females,2.7
Perth - North West,2012/01/01,65 years and over,Males,1.8
Perth - North West,2012/01/01,65 years and over,Females,0.8
Perth - South East,2025/08/01,15-24 years,Males,9.6
Perth - South East,2025/08/01,15-24 years,Females,8.9
Perth - South East,2025/08/01,25-34 years,Males,3.7
Perth - South East,2025/08/01,25-34 years,Females,4
Perth - South East,2025/08/01,35-44 years,Males,2.7
Perth - South East,2025/08/01,35-44 years,Females,3.5
Perth - South East,2025/08/01,45-54 years,Males,2.3
Perth - South East,2025/08/01,45-54 years,Females,3.1
Perth - South East,2025/08/01,55-64 years,Males,3.2
Perth - South East,2025/08/01,55-64 years,Females,4.1
Perth - South East,2025/08/01,65 years and over,Males,2.6
Perth - South East,2025/08/01,65 years and over,Females,1.2
Perth - South East,2025/07/01,15-24 years,Males,10.5
Perth - South East,2025/07/01,15-24 years,Females,9.4
Perth - South East,2025/07/01,25-34 years,Males,3.9
Perth - South East,2025/07/01,25-34 years,Females,4.2
Perth - South East,2025/07/01,35-44 years,Males,3
Perth - South East,2025/07/01,35-44 years,Females,3.7
Perth - South East,2025/07/01,45-54 years,Males,2.4
Perth - South East,2025/07/01,45-54 years,Females,3.2
Perth - South East,2025/07/01,55-64 years,Males,3.6
Perth - South East,2025/07/01,55-64 years,Females,4.6
Perth - South East,2025/07/01,65 years and over,Males,2.9
Perth - South East,2025/07/01,65 years and over,Females,1.3
Perth - South East,2025/06/01,15-24 years,Males,10.4
Perth - South East,2025/06/01,15-24 years,Females,9.7
Perth - South East,2025/06/01,25-34 years,Males,4.1
Perth - South East,2025/06/01,25-34 years,Females,4.1
Perth - South East,2025/06/01,35-44 years,Males,3.1
Perth - South East,2025/06/01,35-44 years,Females,3.7
Perth - South East,2025/06/01,45-54 years,Males,2.3
Perth - South East,2025/06/01,45-54 years,Females,3.1
Perth - South East,2025/06/01,55-64 years,Males,3.8
Perth - South East,2025/06/01,55-64 years,Females,4.6
Perth - South East,2025/06/01,65 years and over,Males,3
Perth - South East,2025/06/01,65 years and over,Females,1.5
Perth - South East,2025/05/01,15-24 years,Males,9.7
Perth - South East,2025/05/01,15-24 years,Females,9.1
Perth - South East,2025/05/01,25-34 years,Males,3.9
Perth - South East,2025/05/01,25-34 years,Females,3.9
Perth - South East,2025/05/01,35-44 years,Males,2.8
Perth - South East,2025/05/01,35-44 years,Females,3.6
Perth - South East,2025/05/01,45-54 years,Males,2.2
Perth - South East,2025/05/01,45-54 years,Females,2.8
Perth - South East,2025/05/01,55-64 years,Males,3.8
Perth - South East,2025/05/01,55-64 years,Females,4.1
Perth - South East,2025/05/01,65 years and over,Males,2.9
Perth - South East,2025/05/01,65 years and over,Females,1.7
Perth - South East,2025/04/01,15-24 years,Males,11.4
Perth - South East,2025/04/01,15-24 years,Females,10.2
Perth - South East,2025/04/01,25-34 years,Males,4.5
Perth - South East,2025/04/01,25-34 years,Females,4.4
Perth - South East,2025/04/01,35-44 years,Males,3.2
Perth - South East,2025/04/01,35-44 years,Females,4.5
Perth - South East,2025/04/01,45-54 years,Males,2.5
Perth - South East,2025/04/01,45-54 years,Females,3.3
Perth - South East,2025/04/01,55-64 years,Males,4.7
Perth - South East,2025/04/01,55-64 years,Females,4.5
Perth - South East,2025/04/01,65 years and over,Males,3.5
Perth - South East,2025/04/01,65 years and over,Females,2.2
Perth - South East,2025/03/01,15-24 years,Males,10
Perth - South East,2025/03/01,15-24 years,Females,8.3
Perth - South East,2025/03/01,25-34 years,Males,3.8
Perth - South East,2025/03/01,25-34 years,Females,3.6
Perth - South East,2025/03/01,35-44 years,Males,2.8
Perth - South East,2025/03/01,35-44 years,Females,3.7
Perth - South East,2025/03/01,45-54 years,Males,2.2
Perth - South East,2025/03/01,45-54 years,Females,2.8
Perth - South East,2025/03/01,55-64 years,Males,4.1
Perth - South East,2025/03/01,55-64 years,Females,3.4
Perth - South East,2025/03/01,65 years and over,Males,3
Perth - South East,2025/03/01,65 years and over,Females,2
Perth - South East,2025/02/01,15-24 years,Males,9.1
Perth - South East,2025/02/01,15-24 years,Females,7.7
Perth - South East,2025/02/01,25-34 years,Males,3.4
Perth - South East,2025/02/01,25-34 years,Females,3.3
Perth - South East,2025/02/01,35-44 years,Males,2.5
Perth - South East,2025/02/01,35-44 years,Females,3.2
Perth - South East,2025/02/01,45-54 years,Males,2
Perth - South East,2025/02/01,45-54 years,Females,2.5
Perth - South East,2025/02/01,55-64 years,Males,3.9
Perth - South East,2025/02/01,55-64 years,Females,2.9
Perth - South East,2025/02/01,65 years and over,Males,2.7
Perth - South East,2025/02/01,65 years and over,Females,2
Perth - South East,2025/01/01,15-24 years,Males,10.5
Perth - South East,2025/01/01,15-24 years,Females,9.2
Perth - South East,2025/01/01,25-34 years,Males,4
Perth - South East,2025/01/01,25-34 years,Females,3.9
Perth - South East,2025/01/01,35-44 years,Males,3
Perth - South East,2025/01/01,35-44 years,Females,3.9
Perth - South East,2025/01/01,45-54 years,Males,2.4
Perth - South East,2025/01/01,45-54 years,Females,2.9
Perth - South East,2025/01/01,55-64 years,Males,4.7
Perth - South East,2025/01/01,55-64 years,Females,3.2
Perth - South East,2025/01/01,65 years and over,Males,3.2
Perth - South East,2025/01/01,65 years and over,Females,2.5
Perth - South East,2024/12/01,15-24 years,Males,7.8
Perth - South East,2024/12/01,15-24 years,Females,6.7
Perth - South East,2024/12/01,25-34 years,Males,3
Perth - South East,2024/12/01,25-34 years,Females,2.8
Perth - South East,2024/12/01,35-44 years,Males,2.2
Perth - South East,2024/12/01,35-44 years,Females,2.9
Perth - South East,2024/12/01,45-54 years,Males,1.8
Perth - South East,2024/12/01,45-54 years,Females,2.1
Perth - South East,2024/12/01,55-64 years,Males,3.4
Perth - South East,2024/12/01,55-64 years,Females,2.4
Perth - South East,2024/12/01,65 years and over,Males,2.3
Perth - South East,2024/12/01,65 years and over,Females,1.7
Perth - South East,2024/11/01,15-24 years,Males,7.3
Perth - South East,2024/11/01,15-24 years,Females,6.7
Perth - South East,2024/11/01,25-34 years,Males,3.1
Perth - South East,2024/11/01,25-34 years,Females,2.9
Perth - South East,2024/11/01,35-44 years,Males,2.1
Perth - South East,2024/11/01,35-44 years,Females,2.9
Perth - South East,2024/11/01,45-54 years,Males,1.8
Perth - South East,2024/11/01,45-54 years,Females,2.1
Perth - South East,2024/11/01,55-64 years,Males,3.3
Perth - South East,2024/11/01,55-64 years,Females,2.4
Perth - South East,2024/11/01,65 years and over,Males,2.3
Perth - South East,2024/11/01,65 years and over,Females,1.6
Perth - South East,2024/10/01,15-24 years,Males,9.9
Perth - South East,2024/10/01,15-24 years,Females,9.5
Perth - South East,2024/10/01,25-34 years,Males,4.2
Perth - South East,2024/10/01,25-34 years,Females,4
Perth - South East,2024/10/01,35-44 years,Males,2.7
Perth - South East,2024/10/01,35-44 years,Females,4.1
Perth - South East,2024/10/01,45-54 years,Males,2.6
Perth - South East,2024/10/01,45-54 years,Females,2.9
Perth - South East,2024/10/01,55-64 years,Males,4.4
Perth - South East,2024/10/01,55-64 years,Females,3.4
Perth - South East,2024/10/01,65 years and over,Males,3
Perth - South East,2024/10/01,65 years and over,Females,2
Perth - South East,2024/09/01,15-24 years,Males,8.8
Perth - South East,2024/09/01,15-24 years,Females,8.7
Perth - South East,2024/09/01,25-34 years,Males,3.5
Perth - South East,2024/09/01,25-34 years,Females,3.4
Perth - South East,2024/09/01,35-44 years,Males,2.2
Perth - South East,2024/09/01,35-44 years,Females,3.5
Perth - South East,2024/09/01,45-54 years,Males,2.4
Perth - South East,2024/09/01,45-54 years,Females,2.5
Perth - South East,2024/09/01,55-64 years,Males,3.7
Perth - South East,2024/09/01,55-64 years,Females,2.9
Perth - South East,2024/09/01,65 years and over,Males,2.4
Perth - South East,2024/09/01,65 years and over,Females,1.6
Perth - South East,2024/08/01,15-24 years,Males,10.6
Perth - South East,2024/08/01,15-24 years,Females,9.9
Perth - South East,2024/08/01,25-34 years,Males,3.9
Perth - South East,2024/08/01,25-34 years,Females,3.6
Perth - South East,2024/08/01,35-44 years,Males,2.5
Perth - South East,2024/08/01,35-44 years,Females,3.9
Perth - South East,2024/08/01,45-54 years,Males,2.9
Perth - South East,2024/08/01,45-54 years,Females,2.8
Perth - South East,2024/08/01,55-64 years,Males,4.1
Perth - South East,2024/08/01,55-64 years,Females,3.3
Perth - South East,2024/08/01,65 years and over,Males,2.5
Perth - South East,2024/08/01,65 years and over,Females,1.7
Perth - South East,2024/07/01,15-24 years,Males,9.9
